STATUS,IP,COUNTRY,COUNTRY_CODE,REGION,CITY,LATITUDE,LONGTIUDE,CURRENT TIME,TIME ZONE NAME,DOMAIN,NAME/ASN,TYPE/ASN,CALLING CODE,CARRIER MCC,CARRIER MNC,CARRIER NAME
successful,102.89.40.108,Nigeria,NG,Lagos,Lagos,6.447400093078613,3.3903000354766846,2022-12-26T19:14:39+01:00,Africa/Lagos,,MTN Nigeria Communication Limited,business,234,621,30,MTN
